ReviewID	SentenceID	Text	Tokens
1279	1279_4	We visited a few different places like the Hoover Dam and the Grand Canyon and every time we needed directions the concierge desk would print the directions and they even printed our boarding passes for our departure flight.	["We","visited","a","few","different","places","like","the","Hoover","Dam","and","the","Grand","Canyon","and","every","time","we","needed","directions","the","concierge","desk","would","print","the","directions","and","they","even","printed","our","boarding","passes","for","our","departure","flight","."]
1279	1279_5	The lobby is beautiful, the rooms was fantastic and the service was great.	["The","lobby","is","beautiful",",","the","rooms","was","fantastic","and","the","service","was","great","."]
1279	1279_6	We ate at a few different restaurants at the Venetian/Palazzo and needless to say...	["We","ate","at","a","few","different","restaurants","at","the","Venetian","/","Palazzo","and","needless","to","say","..."]
1279	1279_7	we had an amazing experience.	["we","had","an","amazing","experience","."]
1279	1279_8	The food was delicious and the service was fantastic.	["The","food","was","delicious","and","the","service","was","fantastic","."]
1279	1279_9	This was a family trip and we had an awesome time.	["This","was","a","family","trip","and","we","had","an","awesome","time","."]
1279	1279_10	The Venetian has great pools that our kids had a great time in.	["The","Venetian","has","great","pools","that","our","kids","had","a","great","time","in","."]
1279	1279_11	Love the Venetian and would not stay anywhere else.	["Love","the","Venetian","and","would","not","stay","anywhere","else","."]
1280	1280_3	Bed was super comfy.	["Bed","was","super","comfy","."]
1280	1280_5	Unfortunately, the television in front of the bed had a really weak signal so we couldn't order any movies.	["Unfortunately",",","the","television","in","front","of","the","bed","had","a","really","weak","signal","so","we","could","n't","order","any","movies","."]
1280	1280_6	This the ONLY reason they didn't get 5 out of 5 stars.	["This","the","ONLY","reason","they","did","n't","get","5","out","of","5","stars","."]
1281	1281_0	Quieter location than many other hotels on strip.	["Quieter","location","than","many","other","hotels","on","strip","."]
1281	1281_1	Good choices for meals.	["Good","choices","for","meals","."]
1281	1281_2	Staff very helpful and pleasant.	["Staff","very","helpful","and","pleasant","."]
1281	1281_3	It was our first trip to Vegas and we would highly recommend this hotel as well as the Palazzo (sister hotel which is connected).	["It","was","our","first","trip","to","Vegas","and","we","would","highly","recommend","this","hotel","as","well","as","the","Palazzo","(","sister","hotel","which","is","connected",")","."]
1282	1282_0	The shopping and restaurant experience was great.	["The","shopping","and","restaurant","experience","was","great","."]
1282	1282_1	It didn't hurt to run into Ozzie and Sharon Osbourne and Celine Dion either.	["It","did","n't","hurt","to","run","into","Ozzie","and","Sharon","Osbourne","and","Celine","Dion","either","."]
1283	1283_0	The hotel is clean, beautiful and the personel are very helpful.	["The","hotel","is","clean",",","beautiful","and","the","personel","are","very","helpful","."]
1283	1283_1	I requested a specific room/bathroom for my family physically challenged family member and the hotel was able to grant my request.	["I","requested","a","specific","room","/","bathroom","for","my","family","physically","challenged","family","member","and","the","hotel","was","able","to","grant","my","request","."]
1283	1283_2	The casino was a little too smoky for me.	["The","casino","was","a","little","too","smoky","for","me","."]
1283	1283_3	There are a variety a great restaurants.	["There","are","a","variety","a","great","restaurants","."]
1283	1283_4	I especially enjoyed carnevino and otto's.	["I","especially","enjoyed","carnevino","and","otto","'s","."]
1283	1283_5	I highly recommend this hotel because eveything is under one roof.	["I","highly","recommend","this","hotel","because","eveything","is","under","one","roof","."]
1284	1284_0	Check in was smooth, give some extra time to get your bags if you have them hold them till your flight leaves.	["Check","in","was","smooth",",","give","some","extra","time","to","get","your","bags","if","you","have","them","hold","them","till","your","flight","leaves","."]
1284	1284_1	Room was clean, pools very nice, restaurants were good and service was pretty good.	["Room","was","clean",",","pools","very","nice",",","restaurants","were","good","and","service","was","pretty","good","."]
1284	1284_2	Very few $10 tables for blackjack or craps but may be due to it being a holiday weekend.	["Very","few","10","tables","for","blackjack","or","craps","but","may","be","due","to","it","being","a","holiday","weekend","."]
1284	1284_3	Took forever to get a drink in the casino--my money was gone before my waitress arrived!	["Took","forever","to","get","a","drink","in","the","casino","--","my","money","was","gone","before","my","waitress","arrived","!"]
1284	1284_4	Disappointed that the moving walkways weren't working.	["Disappointed","that","the","moving","walkways","were","n't","working","."]
1285	1285_0	Lovely atmosphere, but it is a very large hotel...	["Lovely","atmosphere",",","but","it","is","a","very","large","hotel","..."]
1285	1285_2	so if walking is an issue,this may be difficult.	["so","if","walking","is","an","issue",",","this","may","be","difficult","."]
1285	1285_3	It has everything you need, over 30 restaurants andlots of shopping too.	["It","has","everything","you","need",",","over","30","restaurants","andlots","of","shopping","too","."]
1286	1286_0	VERY BIG AND NICE HOTEL, THE CANAL SHOPS ARE WONDERFULL, OPTIONS FOR LUNCH AND DINNER INSIDE THE HOTEL, MANY POOLS, TRY TO GET THERE EARLY SO YOU CAN GET A PIECE OF SUN.	["VERY","BIG","AND","NICE","HOTEL",",","THE","CANAL","SHOPS","ARE","WONDERFULL",",","OPTIONS","FOR","LUNCH","AND","DINNER","INSIDE","THE","HOTEL",",","MANY","POOLS",",","TRY","TO","GET","THERE","EARLY","SO","YOU","CAN","GET","A","PIECE","OF","SUN","."]
1286	1286_1	IF YOU ARE FAMILY (WITH MINORS) BE CAREFULL , THERE ARE ROOMS FOR 4 PEOPLE WITH ACOMODATION ONLY FOR 3 (IS THE CASE OF THE KING SIZE)	["IF","YOU","ARE","FAMILY","(","WITH","MINORS",")","BE","CAREFULL",",","THERE","ARE","ROOMS","FOR","4","PEOPLE","WITH","ACOMODATION","ONLY","FOR","3","(","IS","THE","CASE","OF","THE","KING","SIZE",")"]
1288	1288_0	Everything about this hotel is what you could ever ask for in a Vegas holiday.	["Everything","about","this","hotel","is","what","you","could","ever","ask","for","in","a","Vegas","holiday","."]
1288	1288_1	Great position on the strip and out of this world rooms and facilities.	["Great","position","on","the","strip","and","out","of","this","world","rooms","and","facilities","."]
1290	1290_0	Really nice Hotel, very clean, comfy beds.	["Really","nice","Hotel",",","very","clean",",","comfy","beds","."]
1290	1290_1	I was disappointed that on check in we could not get a free room upgrade.	["I","was","disappointed","that","on","check","in","we","could","not","get","a","free","room","upgrade","."]
1290	1290_2	We did not want to spend anymore money so stayed with a slightly smaller king suite.	["We","did","not","want","to","spend","anymore","money","so","stayed","with","a","slightly","smaller","king","suite","."]
1290	1290_3	The room was nice but not as luxurious as our previous stay.	["The","room","was","nice","but","not","as","luxurious","as","our","previous","stay","."]
1290	1290_4	The window treatments were manual operation instead of the double remote control we enjoyed last time, the size was a wee bit smaller but adequate and the living room had only a small love seat instead of the large mosh pit sectional.	["The","window","treatments","were","manual","operation","instead","of","the","double","remote","control","we","enjoyed","last","time",",","the","size","was","a","wee","bit","smaller","but","adequate","and","the","living","room","had","only","a","small","love","seat","instead","of","the","large","mosh","pit","sectional","."]
1290	1290_5	This visit the hotel seemed very crowded, lots of people everywhere.	["This","visit","the","hotel","seemed","very","crowded",",","lots","of","people","everywhere","."]
1290	1290_6	The casino floor was really loud and overly bright and way way too smokey.	["The","casino","floor","was","really","loud","and","overly","bright","and","way","way","too","smokey","."]
1290	1290_7	We did not spend too much time in the casino mainly due to smoking.	["We","did","not","spend","too","much","time","in","the","casino","mainly","due","to","smoking","."]
1290	1290_8	Despite the crowds we had no problem making dining reservations.	["Despite","the","crowds","we","had","no","problem","making","dining","reservations","."]
